DATA;REG_ANS;CD_CONTA_CONTABIL;DESCRICAO;VL_SALDO_INICIAL;VL_SALDO_FINAL;trimestre;ano
2023-01-01;360449;12221;TÍTULOS DE RENDA FIXA - PRIVADOS;42484932.5;43210159.65;1T;2023
2023-01-01;360449;122219;Títulos de Renda Fixa - Privados;42484932.5;43210159.65;1T;2023
2023-01-01;360449;12221901;Depósitos Bancários a Prazo - CDB/RDB;24228978.94;24164229.29;1T;2023
2023-01-01;360449;122219011;Valor Original;24228978.94;24164229.29;1T;2023
2023-01-01;360449;12221902;Cotas de Fundos de Investimentos;15836925.65;15674964.74;1T;2023
2023-01-01;360449;122219021;Valor Original;15836925.65;15674964.74;1T;2023
2023-01-01;360449;12221908;Outros Títulos de Renda Fixa;2419027.91;3370965.62;1T;2023
2023-01-01;360449;122219081;Valor Original;2419027.91;3370965.62;1T;2023
2023-01-01;360449;123;CRÉDITOS DE OPERAÇÕES COM PLANOS DE ASSISTÊNCIA À SAÚDE;84515521.09;93470798.76;1T;2023
2023-01-01;360449;1231;CONTRAPRESTAÇÃO PECUNIÁRIA/PRÊMIO A RECEBER;30666164.18;35096639.82;1T;2023
2023-01-01;360449;12311;CONTRAPRESTAÇÃO PECUNIÁRIA/PRÊMIOS A RECEBER DE ASSISTÊNCIA MÉDICO HOSPITALAR;30666164.18;35096639.82;1T;2023
2023-01-01;360449;123111;Cobertura Assistencial com Preço Preestabelecido;27059855.86;31352927.63;1T;2023
2023-01-01;360449;12311101;Contraprestação Pecuniária/Prêmios a Receber;43622265.89;48105704.13;1T;2023
2023-01-01;360449;123111011;Individual;4118471.28;2837667.83;1T;2023
2023-01-01;360449;123111012;Coletivo sem Administradora de Benefícios como Estipulante;39503794.61;45268036.3;1T;2023
2023-01-01;360449;12311109;(-) Provisão para Perdas Sobre Créditos;-16562410.03;-16752776.5;1T;2023
2023-01-01;360449;123111091;Individual;-773777.78;-456159.66;1T;2023
2023-01-01;360449;123111092;Coletivo sem Administradora de Benefícios como Estipulante;-15788632.25;-16296616.84;1T;2023
2023-01-01;360449;123112;Cobertura Assistencial com Preço Pós-estabelecido;3606308.32;3743712.19;1T;2023
2023-01-01;360449;12311201;Contraprestação Pecuniária/Prêmios a Receber;4347610.69;4477576.08;1T;2023
2023-01-01;360449;123112012;Coletivo sem Administradora de Benefícios como Estipulante - Reembolso;4344652.91;4475769.81;1T;2023
2023-01-01;360449;123112015;Taxa de Administração com Plano de Assitencia Medico Hospitalar;2957.78;1806.27;1T;2023
2023-01-01;360449;12311209;(-) Provisão para Perdas Sobre Créditos;-741302.37;-733863.89;1T;2023
2023-01-01;360449;123112092;Coletivo sem Administradora de Benefícios como Estipulante - Reembolso;-741203.38;-733844.49;1T;2023
2023-01-01;360449;123112095;Taxa de Administração com Plano de Assitencia Medico Hospitalar;-98.99;-19.4;1T;2023
2023-01-01;360449;1233;PARTICIPAÇÃO DOS BENEFICIÁRIOS EM EVENTOS/SINISTROS INDENIZADOS;21107543.45;24758209.91;1T;2023
2023-01-01;360449;12331;PARTICIPAÇÃO DOS BENEFICIÁRIOS EM EVENTOS/SINISTROS INDENIZADOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR;21107543.45;24758209.91;1T;2023
2023-01-01;360449;123311;Cobertura Assistencial com Preço Preestabelecido;21107543.45;24758209.91;1T;2023
2023-01-01;360449;12331101;Participação dos Beneficiários em Eventos/Sinistros Indenizados a Receber;15312522.5;17373868.38;1T;2023
2023-01-01;360449;123311011;Participação dos Beneficiários em Eventos/Sinistros Indenizados;18563948.3;20661745.36;1T;2023
2023-01-01;360449;123311019;(-) Provisão para Perdas Sobre Créditos;-3251425.8;-3287876.98;1T;2023
2023-01-01;360449;12331102;Participação dos Beneficiários em Eventos/Sinistros Indenizados a Cobrar;5795020.95;7384341.53;1T;2023
2023-01-01;360449;123311021;Participação dos Beneficiários em Eventos/Sinistros Indenizados;5795020.95;7384341.53;1T;2023
2023-01-01;360449;1234;OPERADORAS DE PLANOS DE ASSISTÊNCIA À SAÚDE;32740009.29;33614834.92;1T;2023
2023-01-01;360449;12341;OPERADORAS DE PLANOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR;32740009.29;33614834.92;1T;2023
2023-01-01;360449;123412;Cobertura Assistencial com Preço Pós-estabelecido;32740009.29;33614834.92;1T;2023
2023-01-01;360449;12341201;Contraprestação Corresponsabilidade Assumida;32936713.08;33810672.14;1T;2023
2023-01-01;360449;123412011;Contraprestação Corresponsabilidade Assumida - Reembolso;32936713.08;33810672.14;1T;2023
2023-01-01;360449;12341209;(-) Provisão para Perdas Sobre Créditos;-196703.79;-195837.22;1T;2023
2023-01-01;360449;123412091;(-) Provisão para Perdas Sobre Créditos;-196703.79;-195837.22;1T;2023
2023-01-01;360449;1239;OUTROS CRÉDITOS DE OPERAÇÕES COM PLANOS DE ASSISTÊNCIA À SAÚDE;1804.17;1114.11;1T;2023
2023-01-01;360449;12391;OUTROS CRÉDITOS DE OPERAÇÕES DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1804.17;1114.11;1T;2023
2023-01-01;360449;123911;Cobertura Assistencial com Preço Preestabelecido;1804.17;1114.11;1T;2023
2023-01-01;360449;12391108;Outros Créditos de Operações de Assistência Médico-Hospitalar;1804.17;1114.11;1T;2023
2023-01-01;360449;123911088;Outros Créditos de Operações de Assistência Médico-Hospitalar;10059.29;9276.59;1T;2023
2023-01-01;360449;123911089;(-) Provisão para Perdas Sobre Créditos;-8255.12;-8162.48;1T;2023
2023-01-01;360449;124;CRÉDITOS DE OPERAÇÕES DE ASSISTÊNCIA À SAÚDE NÃO RELACIONADOS COM PLANOS DE SAÚDE DA OPERADORA;12816950.04;21843223.59;1T;2023
2023-01-01;360449;1241;CRÉDITOS DE OPERAÇÕES DE ASSISTÊNCIA À SAÚDE NÃO RELACIONADOS COM PLANOS DE SAÚDE DA OPERADORA;12816950.04;21843223.59;1T;2023
2023-01-01;360449;12411;CRÉDITOS A RECEBER DE PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR;12816950.04;21843223.59;1T;2023
2023-01-01;360449;124119;Contas a Receber de Prestação de Serviços Médico-Hospitalar;12816950.04;21843223.59;1T;2023
2023-01-01;360449;12411902;Intercâmbio a Receber - Atendimento Eventual;9106569.02;7743693.57;1T;2023
2023-01-01;360449;124119021;Taxa de Administração;312186.46;256120.31;1T;2023
2023-01-01;360449;124119022;Reembolso;8922228.94;7619122.47;1T;2023
2023-01-01;360449;124119029;(-) Provisão para Perdas Sobre Créditos;-127846.38;-131549.21;1T;2023
2023-01-01;360449;12411908;Outros Créditos Operacionais de Prestação de Serviço Médico-Hospitalar;3710381.02;14099530.02;1T;2023
2023-01-01;360449;124119088;Outros Créditos Operacionais de Prestação de Serviço Médico-Hospitalar;5294203.35;15602783.52;1T;2023
2023-01-01;360449;124119089;(-) Provisão para Perdas Sobre Créditos;-1583822.33;-1503253.5;1T;2023
2023-01-01;360449;126;CRÉDITOS TRIBUTÁRIOS E PREVIDÊNCIÁRIOS;44289632.46;44417591.05;1T;2023
2023-01-01;360449;1261;CRÉDITOS TRIBUTÁRIOS E PREVIDÊNCIARIOS;44289632.46;44417591.05;1T;2023
2023-01-01;360449;12611;CRÉDITOS TRIBUTÁRIOS;44289632.46;44417591.05;1T;2023
2023-01-01;360449;126119;Créditos Tributários;44289632.46;44417591.05;1T;2023
2023-01-01;360449;12611901;Imposto de Renda;23066485.42;23375866.06;1T;2023
2023-01-01;360449;126119011;Imposto de Renda Retido na Fonte - IRRF;15077383.82;15931068.83;1T;2023
2023-01-01;360449;126119012;Imposto de Renda a Compensar/Restituir;3527223.61;2982919.24;1T;2023
2023-01-01;360449;126119013;Antecipações de Imposto de Renda;4461877.99;4461877.99;1T;2023
2023-01-01;360449;12611902;Contribuição Social Sobre o Lucro Liquido - CSLL;5704946.66;5759782.94;1T;2023
2023-01-01;360449;126119021;Contribuição Social Retida na Fonte;2402011.36;2453728.44;1T;2023
2023-01-01;360449;126119022;Contribuição Social a Compensar/Restituir;1666750.8;1669870.0;1T;2023
2023-01-01;360449;126119023;Antecipações da Contribuição Social;1636184.5;1636184.5;1T;2023
2023-01-01;360449;12611903;Crédito de Previdência Social;229756.24;233153.42;1T;2023
2023-01-01;360449;126119031;Crédito de Previdência Social;229756.24;233153.42;1T;2023
2023-01-01;360449;12611904;Créditos de PIS e COFINS;15185168.47;14942160.88;1T;2023
2023-01-01;360449;126119041;Créditos de PIS e COFINS;15185168.47;14942160.88;1T;2023
2023-01-01;360449;12611905;Imposto Sobre Serviços - ISS;100563.39;103915.47;1T;2023
2023-01-01;360449;126119051;Imposto Sobre Serviços - ISS;100563.39;103915.47;1T;2023
2023-01-01;360449;12611908;Outros Créditos Tributários e Previdenciários;2712.28;2712.28;1T;2023
2023-01-01;360449;126119088;Outros Créditos Tributários e Previdenciários;2712.28;2712.28;1T;2023
2023-01-01;360783;13152901;Comissões/Agenciamentos Diferidos com Planos de Assistência Odontológica;0.0;0.0;1T;2023
2023-01-01;360783;131529011;Comissões/Agenciamentos Diferidos - Contraprestações Pecuniárias;0.0;0.0;1T;2023
2023-01-01;360783;13152902;Comissões/Agenciamentos Diferidos - Seguros;0.0;0.0;1T;2023
2023-01-01;360783;131529021;Comissão/Agenciamentos de Seguros;0.0;0.0;1T;2023
2023-01-01;360783;131529022;Comissão/Agenciamentos de Cosseguro Aceito;0.0;0.0;1T;2023
2023-01-01;360783;13152908;Outras Comissões Diferidas ¿ Assistência Odontológica;0.0;0.0;1T;2023
2023-01-01;360783;131529088;Outras Comissões Diferidas ¿ Assistência Odontológica;0.0;0.0;1T;2023
2023-01-01;360783;1316;ATIVO FISCAL DIFERIDO;0.0;0.0;1T;2023
2023-01-01;360783;13161;ATIVO FISCAL DIFERIDO;0.0;0.0;1T;2023
2023-01-01;360783;131619;Ativo Fiscal Diferido;0.0;0.0;1T;2023
2023-01-01;360783;13161901;Crédito Tributário sobre Prejuízo Fiscal;0.0;0.0;1T;2023
2023-01-01;360783;131619011;Imposto de Renda (IRPJ);0.0;0.0;1T;2023
2023-01-01;360783;131619012;Contribuição Social Sobre o Lucro Líquido (CSLL);0.0;0.0;1T;2023
2023-01-01;360783;13161902;Crédito Tributário sobre Diferenças Temporárias;0.0;0.0;1T;2023
2023-01-01;360783;131619021;Imposto de Renda (IRPJ);0.0;0.0;1T;2023
2023-01-01;360783;131619022;Contribuição Social Sobre o Lucro Líquido (CSLL);0.0;0.0;1T;2023
2023-01-01;360783;1317;DEPÓSITOS JUDICIAIS E FISCAIS;0.0;0.0;1T;2023
2023-01-01;360783;13171;DEPÓSITOS JUDICIAIS E FISCAIS;0.0;0.0;1T;2023
2023-01-01;360783;131719;Depósitos Judiciais e Fiscais;0.0;0.0;1T;2023
2023-01-01;360783;13171901;Depósitos Judiciais e Fiscais;0.0;0.0;1T;2023
2023-01-01;360783;131719011;Depósitos Judiciais - Eventos / Sinistros;0.0;0.0;1T;2023
2023-01-01;360783;131719012;Depósitos Judiciais e Fiscais - Tributos;0.0;0.0;1T;2023
2023-01-01;360783;131719013;Depósitos Judiciais - Civeis;0.0;0.0;1T;2023
2023-01-01;360783;131719014;Depósitos Judiciais - Trabalhistas;0.0;0.0;1T;2023
2023-01-01;360783;131719015;Depósitos Judiciais - Ressarcimento SUS;0.0;0.0;1T;2023
2023-01-01;360783;131719016;Depósitos Judiciais - TSS e Multas ANS;0.0;0.0;1T;2023
2023-01-01;360783;1318;OUTROS CRÉDITOS A RECEBER E DIREITOS A LONGO PRAZO;0.0;0.0;1T;2023
2023-01-01;360783;13181;OUTROS CRÉDITOS A RECEBER A LONGO PRAZO;0.0;0.0;1T;2023
2023-01-01;360783;131819;Outros Créditos a Receber a Longo Prazo;0.0;0.0;1T;2023
2023-01-01;360783;13181901;Outros Créditos a Receber a Longo Prazo;0.0;0.0;1T;2023
2023-01-01;360783;131819011;Outros Créditos a Receber a Longo Prazo;0.0;0.0;1T;2023
2023-01-01;360783;131819012;(-) Ajuste a Valor Presente;0.0;0.0;1T;2023
2023-01-01;360783;131819019;(-) Provisão para Perdas Sobre Créditos;0.0;0.0;1T;2023
2023-01-01;360783;13182;DESPESAS ANTECIPADAS DE LONGO PRAZO;0.0;0.0;1T;2023
2023-01-01;360783;131829;Despesas Operacionais Antecipadas de Longo Prazo;0.0;0.0;1T;2023
2023-01-01;360783;13182903;Despesas Operacionais Antecipadas de Longo Prazo;0.0;0.0;1T;2023
2023-01-01;360783;131829031;Despesas Operacionais Antecipadas de Longo Prazo;0.0;0.0;1T;2023
2023-01-01;360783;1319;CONTA-CORRENTE COM COOPERADOS;0.0;0.0;1T;2023
2023-01-01;360783;13191;CRÉDITOS A RECEBER DE COOPERADOS;0.0;0.0;1T;2023
2023-01-01;360783;131919;Créditos a Receber de Cooperados;0.0;0.0;1T;2023
2023-01-01;360783;13191901;Passivo Tributário a Receber de Cooperados;0.0;0.0;1T;2023
2023-01-01;360783;131919011;Passivo Tributário a Receber de Cooperados;0.0;0.0;1T;2023
2023-01-01;360783;132;INVESTIMENTOS;25044.4;25044.4;1T;2023
2023-01-01;360783;1321;PARTICIPAÇÕES SOCIETÁRIAS PELO MÉTODO DE EQUIVALÊNCIA PATRIMONIAL;0.0;0.0;1T;2023
2023-01-01;360783;13211;PARTICIPAÇÕES EM OPERADORA DE PLANOS DE ASSISTÊNCIA A SAÚDE;0.0;0.0;1T;2023
2023-01-01;360783;132119;Participações em Operadora de Planos de Assistência à Saúde;0.0;0.0;1T;2023
2023-01-01;360783;13211901;Ações / Quotas de Empresas - Controladas;0.0;0.0;1T;2023
2023-01-01;360783;132119011;Valor Patrimonial;0.0;0.0;1T;2023
2023-01-01;360783;132119012;Mais valia de ativos;0.0;0.0;1T;2023
2023-01-01;360783;132119013;Goodwill;0.0;0.0;1T;2023
2023-01-01;360783;132119019;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;13211902;Ações / Quotas de Empresas - Coligadas;0.0;0.0;1T;2023
2023-01-01;360783;132119021;Valor Patrimonial;0.0;0.0;1T;2023
2023-01-01;360783;132119022;Mais valia de ativos;0.0;0.0;1T;2023
2023-01-01;360783;132119023;Goodwill;0.0;0.0;1T;2023
2023-01-01;360783;132119029;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;13212;PARTICIPAÇÕES SOCIETÁRIAS EM REDE ASSISTENCIAL NÃO HOSPITALAR;0.0;0.0;1T;2023
2023-01-01;360783;132129;Participações Societárias em Rede Assistencial não Hospitalar;0.0;0.0;1T;2023
2023-01-01;360783;13212901;Ações / Quotas de Empresas - Controladas;0.0;0.0;1T;2023
2023-01-01;360783;132129011;Valor Patrimonial;0.0;0.0;1T;2023
2023-01-01;360783;132129012;Ágio mais valia de ativos;0.0;0.0;1T;2023
2023-01-01;360783;132129013;Goodwill;0.0;0.0;1T;2023
2023-01-01;360783;132129019;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;13212902;Ações / Quotas de Empresas - Coligadas;0.0;0.0;1T;2023
2023-01-01;360783;132129021;Valor Patrimonial;0.0;0.0;1T;2023
2023-01-01;360783;132129022;Ágio mais valia de ativos;0.0;0.0;1T;2023
2023-01-01;360783;132129023;Goodwill;0.0;0.0;1T;2023
2023-01-01;360783;132129029;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;13213;PARTICIPAÇÕES SOCIETÁRIAS EM REDE HOSPITALAR;0.0;0.0;1T;2023
2023-01-01;360783;132139;Participações Societárias em Rede Hospitalar;0.0;0.0;1T;2023
2023-01-01;360783;13213901;Ações/Quotas de Empresas - Controladas;0.0;0.0;1T;2023
2023-01-01;360783;132139011;Valor Patrimonial;0.0;0.0;1T;2023
2023-01-01;360783;132139012;Ágio mais valia de ativos;0.0;0.0;1T;2023
2023-01-01;360783;132139013;Goodwill;0.0;0.0;1T;2023
2023-01-01;360783;132139019;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;13213902;Ações/Quotas de Empresas - Coligadas;0.0;0.0;1T;2023
2023-01-01;360783;132139021;Valor Patrimonial;0.0;0.0;1T;2023
2023-01-01;360783;132139022;Ágio mais valia de ativos;0.0;0.0;1T;2023
2023-01-01;360783;132139023;Goodwill;0.0;0.0;1T;2023
2023-01-01;360783;132139029;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;13214;PARTICIPAÇÕES EM INSTITUIÇÕES REGULADAS (SUSEP, BACEN, PREVIC);0.0;0.0;1T;2023
2023-01-01;360783;132149;Participações em Instituições Reguladas (SUSEP, BACEN, PREVIC);0.0;0.0;1T;2023
2023-01-01;360783;13214901;Ações / Quotas de Empresas - Controladas;0.0;0.0;1T;2023
2023-01-01;360783;132149011;Valor Patrimonial;0.0;0.0;1T;2023
2023-01-01;360783;132149012;Mais valia de ativos;0.0;0.0;1T;2023
2023-01-01;360783;132149013;Goodwill;0.0;0.0;1T;2023
2023-01-01;360783;132149019;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;13214902;Ações / Quotas de Empresas - Coligadas;0.0;0.0;1T;2023
2023-01-01;360783;132149021;Valor Patrimonial;0.0;0.0;1T;2023
2023-01-01;360783;132149022;Mais valia de ativos;0.0;0.0;1T;2023
2023-01-01;360783;132149023;Goodwill;0.0;0.0;1T;2023
2023-01-01;360783;132149029;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;13215;PARTICIPAÇÕES EM INSTITUIÇÕES NÃO REGULADAS;0.0;0.0;1T;2023
2023-01-01;360783;132159;Participações em Instituições Não Reguladas;0.0;0.0;1T;2023
2023-01-01;360783;13215901;Ações / Quotas de Empresas - Controladas;0.0;0.0;1T;2023
2023-01-01;360783;132159011;Valor Patrimonial;0.0;0.0;1T;2023
2023-01-01;360783;132159012;Mais valia de ativos;0.0;0.0;1T;2023
2023-01-01;360783;132159013;Goodwill;0.0;0.0;1T;2023
2023-01-01;360783;132159019;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;13215902;Ações / Quotas de Empresas - Coligadas;0.0;0.0;1T;2023
2023-01-01;360783;132159021;Valor Patrimonial;0.0;0.0;1T;2023
2023-01-01;360783;132159022;Mais valia de ativos;0.0;0.0;1T;2023
2023-01-01;360783;132159023;Goodwill;0.0;0.0;1T;2023
2023-01-01;360783;132159029;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;1322;PARTICIPAÇÕES SOCIETÁRIAS PELO MÉTODO DE CUSTO;0.0;0.0;1T;2023
2023-01-01;360783;13221;PARTICIPAÇÕES SOCIETÁRIAS PELO MÉTODO DE CUSTO;0.0;0.0;1T;2023
2023-01-01;360783;132219;Participações Societárias pelo Método de Custo;0.0;0.0;1T;2023
2023-01-01;360783;13221901;Participações em Operadoras e Rede Assistencial;0.0;0.0;1T;2023
2023-01-01;360783;132219011;Participação em Operadoras;0.0;0.0;1T;2023
2023-01-01;360783;132219012;Participação em Rede Assistencial Não Hospitalar;0.0;0.0;1T;2023
2023-01-01;360783;132219013;Participação em Rede Hospitalar;0.0;0.0;1T;2023
2023-01-01;360783;13221902;Participações em Instituições Reguladas (SUSEP, BACEN, PREVIC);0.0;0.0;1T;2023
2023-01-01;360783;132219021;Participações em Instituições Reguladas (SUSEP, BACEN, PREVIC);0.0;0.0;1T;2023
2023-01-01;360783;13221903;Outras Participações;0.0;0.0;1T;2023
2023-01-01;360783;132219031;Outras Participações;0.0;0.0;1T;2023
2023-01-01;360783;1323;INCENTIVOS FISCAIS;0.0;0.0;1T;2023
2023-01-01;360783;13231;INCENTIVOS FISCAIS;0.0;0.0;1T;2023
2023-01-01;360783;132319;Incentivos Fiscais;0.0;0.0;1T;2023
2023-01-01;360783;13231901;Incentivos Fiscais;0.0;0.0;1T;2023
2023-01-01;360783;132319011;Ações de Incentivos Fiscais;0.0;0.0;1T;2023
2023-01-01;360783;132319012;Quotas de Fundos;0.0;0.0;1T;2023
2023-01-01;360783;132319018;Outros;0.0;0.0;1T;2023
2023-01-01;360783;132319019;(-) Provisão para Desvalorização de Incentivos Fiscais;0.0;0.0;1T;2023
2023-01-01;360783;1324;IMÓVEIS DESTINADOS À RENDA;0.0;0.0;1T;2023
2023-01-01;360783;13241;IMÓVEIS DESTINADOS À RENDA;0.0;0.0;1T;2023
2023-01-01;360783;132419;Imóveis destinados à renda;0.0;0.0;1T;2023
2023-01-01;360783;13241901;Custo de Aquisição;0.0;0.0;1T;2023
2023-01-01;360783;132419011;Terrenos;0.0;0.0;1T;2023
2023-01-01;360783;132419012;Edificações;0.0;0.0;1T;2023
2023-01-01;360783;13241902;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;132419021;(-) Terrenos;0.0;0.0;1T;2023
2023-01-01;360783;132419022;(-) Edificações;0.0;0.0;1T;2023
2023-01-01;360783;13241903;(-) Depreciação Acumulada;0.0;0.0;1T;2023
2023-01-01;360783;132419031;Edificações;0.0;0.0;1T;2023
2023-01-01;360783;1328;OUTROS INVESTIMENTOS;25044.4;25044.4;1T;2023
2023-01-01;360783;13281;OUTROS INVESTIMENTOS;25044.4;25044.4;1T;2023
2023-01-01;360783;132819;Outros Investimentos;25044.4;25044.4;1T;2023
2023-01-01;360783;13281901;Títulos Patrimoniais;25044.4;25044.4;1T;2023
2023-01-01;360783;132819011;Títulos Patrimoniais;0.0;0.0;1T;2023
2023-01-01;360783;132819018;Outros Investimentos;25044.4;25044.4;1T;2023
2023-01-01;360783;13281909;(-) Provisão para Desvalorização;0.0;0.0;1T;2023
2023-01-01;360783;132819091;(-) Provisão para Desvalorização - Títulos Patrimoniais;0.0;0.0;1T;2023
2023-01-01;360783;132819098;(-) Provisão para Desvalorização - Outros Investimentos;0.0;0.0;1T;2023
2023-01-01;360783;133;IMOBILIZADO;175186.03;170803.57;1T;2023
2023-01-01;360783;1331;IMÓVEIS DE USO PRÓPRIO;117226.24;114812.65;1T;2023
2023-01-01;360783;13311;IMÓVEIS - HOSPITALARES/ODONTOLÓGICOS;0.0;0.0;1T;2023
2023-01-01;360783;133119;Imóveis - Hospitalares/Odontológicos;0.0;0.0;1T;2023
2023-01-01;360783;13311901;Custo de Aquisição;0.0;0.0;1T;2023
2023-01-01;360783;133119011;Terrenos;0.0;0.0;1T;2023
2023-01-01;360783;133119012;Edificações;0.0;0.0;1T;2023
2023-01-01;360783;13311902;(-) Provisão para perda por redução de valore recuperável;0.0;0.0;1T;2023
2023-01-01;360783;133119021;Terrenos;0.0;0.0;1T;2023
2023-01-01;360783;133119022;Edificações;0.0;0.0;1T;2023
2023-01-01;360783;13311903;(-) Depreciação acumulada;0.0;0.0;1T;2023
2023-01-01;360783;133119031;Edificações;0.0;0.0;1T;2023
2023-01-01;360783;13311909;Reavaliação;0.0;0.0;1T;2023
2023-01-01;360783;133119091;Terrenos;0.0;0.0;1T;2023
2023-01-01;360783;133119092;Edificações;0.0;0.0;1T;2023
2023-01-01;360783;13312;IMÓVEIS - NÃO HOSPITALARES/ODONTOLÓGICOS;117226.24;114812.65;1T;2023
2023-01-01;360783;133129;Imóveis - Não Hospitalares/Odontológicos;117226.24;114812.65;1T;2023
2023-01-01;360783;13312901;Custo de Aquisição;400504.46;400504.46;1T;2023
2023-01-01;360783;133129011;Terrenos;64200.07;64200.07;1T;2023
2023-01-01;360783;133129012;Edificações;336304.39;336304.39;1T;2023
2023-01-01;360783;13312902;(-) Provisão para perda por redução de valore recuperável;0.0;0.0;1T;2023
2023-01-01;360783;133129021;Terrenos;0.0;0.0;1T;2023
2023-01-01;360783;133129022;Edificações;0.0;0.0;1T;2023
2023-01-01;360783;13312903;(-) Depreciação acumulada;-283278.22;-285691.81;1T;2023
2023-01-01;360783;133129031;Edificações;-283278.22;-285691.81;1T;2023
2023-01-01;360783;13312909;Reavaliação;0.0;0.0;1T;2023
2023-01-01;360783;133129091;Terrenos;0.0;0.0;1T;2023
2023-01-01;360783;133129092;Edificações;0.0;0.0;1T;2023
2023-01-01;360783;1332;IMOBILIZADO DE USO PRÓPRIO;57959.79;55990.92;1T;2023
2023-01-01;360783;13321;HOSPITALARES/ODONTOLÓGICOS;0.0;0.0;1T;2023
2023-01-01;360783;133219;Hospitalares/Odontológicos;0.0;0.0;1T;2023
2023-01-01;360783;13321901;Custo de Aquisição;0.0;0.0;1T;2023
2023-01-01;360783;133219011;Instalações;0.0;0.0;1T;2023
2023-01-01;360783;133219012;Máquinas e equipamentos;0.0;0.0;1T;2023
2023-01-01;360783;133219013;Equipamentos de Processamento Eletrônico de Dados - Hardware;0.0;0.0;1T;2023
2023-01-01;360783;133219014;Móveis e utensilios;0.0;0.0;1T;2023
2023-01-01;360783;133219015;Veiculos;0.0;0.0;1T;2023
2023-01-01;360783;461219011;Salários e Ordenados;0.0;160190.98;1T;2023
2023-01-01;360783;461219012;Serviços Extraordinários;0.0;0.0;1T;2023
2023-01-01;360783;461219013;Gratificações;0.0;0.0;1T;2023
2023-01-01;360783;461219014;13º Salário/Férias;0.0;35048.67;1T;2023
2023-01-01;360783;461219015;Reclamações Trabalhistas;0.0;0.0;1T;2023
2023-01-01;360783;461219016;Ajuda de Custo;0.0;0.0;1T;2023
2023-01-01;360783;461219017;Participação no Resultado/Remuneração Variável/Remuneração por Performance;0.0;0.0;1T;2023
2023-01-01;360783;461219018;Representação Social;0.0;0.0;1T;2023
2023-01-01;360783;461219019;Outras Despesas;0.0;0.0;1T;2023
2023-01-01;360783;4613;DESPESAS COM INDENIZAÇÕES;0.0;0.0;1T;2023
2023-01-01;360783;46131;DESPESAS COM INDENIZAÇÕES;0.0;0.0;1T;2023
2023-01-01;360783;461319;Despesas com Indenizações;0.0;0.0;1T;2023
2023-01-01;360783;46131901;Despesas com Indenizações;0.0;0.0;1T;2023
2023-01-01;360783;461319011;Aviso Prévio;0.0;0.0;1T;2023
2023-01-01;360783;461319012;Férias Indenizadas;0.0;0.0;1T;2023
2023-01-01;360783;461319013;Indenizações Trabalhistas;0.0;0.0;1T;2023
2023-01-01;360783;461319019;Outras Despesas;0.0;0.0;1T;2023
2023-01-01;360783;4614;DESPESAS COM ENCARGOS SOCIAIS;0.0;95598.36;1T;2023
2023-01-01;360783;46141;DESPESAS COM ENCARGOS SOCIAIS;0.0;95598.36;1T;2023
2023-01-01;360783;461419;Despesas com Encargos Sociais;0.0;95598.36;1T;2023
2023-01-01;360783;46141901;Despesas com Encargos Sociais;0.0;95598.36;1T;2023
2023-01-01;360783;461419011;Previdência Social;0.0;80022.64;1T;2023
2023-01-01;360783;461419012;FGTS;0.0;15575.72;1T;2023
2023-01-01;360783;461419019;Outras Despesas;0.0;0.0;1T;2023
2023-01-01;360783;4615;DESPESAS COM ASSISTÊNCIA SOCIAL;0.0;41977.55;1T;2023
2023-01-01;360783;46151;DESPESAS COM ASSISTÊNCIA SOCIAL;0.0;41977.55;1T;2023
2023-01-01;360783;461519;Despesas com Assistência Social;0.0;41977.55;1T;2023
2023-01-01;360783;46151901;Despesas com Assistência Social;0.0;41977.55;1T;2023
2023-01-01;360783;461519011;Despesas com Assistência Médica/ Odontológica;0.0;41977.55;1T;2023
2023-01-01;360783;4616;DESPESAS COM INSTRUÇÃO;0.0;0.0;1T;2023
2023-01-01;360783;46161;DESPESAS COM FORMAÇÃO PROFISSIONAL;0.0;0.0;1T;2023
2023-01-01;360783;461619;Despesas com Formação Profissional;0.0;0.0;1T;2023
2023-01-01;360783;46161901;Despesas com Formação Profissional;0.0;0.0;1T;2023
2023-01-01;360783;461619011;Formação Profissional;0.0;0.0;1T;2023
2023-01-01;360783;461619012;Instrução;0.0;0.0;1T;2023
